File ID,Path,Category,Feature/Journey,Layer,Key symbols,Contract/Storage,Tests,Status,Notes
F-0240,lib/features/profile/screens/account_details_screen.dart,Feature,profile,UI Screen,lib/features/profile/screens/account_details_screen.dart:15 class AccountDetailsScreen extends StatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0241,lib/features/profile/screens/editeProfile.dart,Feature,profile,UI Screen,lib/features/profile/screens/editeProfile.dart:20 class EditProfile extends ConsumerStatefulWidget {,SecureStorage;Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0242,lib/features/profile/screens/profile_setup_wizard_screen.dart,Feature,profile,UI Screen,lib/features/profile/screens/profile_setup_wizard_screen.dart:13 class ProfileSetupWizardScreen extends ConsumerStatefulWidget {,SecureStorage;Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0243,lib/features/profile/screens/updatePassword.dart,Feature,profile,UI Screen,lib/features/profile/screens/updatePassword.dart:9 class ChangePasswordWidget extends ConsumerStatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0244,lib/features/profile/widgets/content_type_picker_sheet.dart,Feature,profile,UI Component,lib/features/profile/widgets/content_type_picker_sheet.dart:7 class ContentTypePickerSheet extends StatelessWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0245,lib/features/profile/widgets/note_input_sheet.dart,Feature,profile,UI Component,lib/features/profile/widgets/note_input_sheet.dart:8 class NoteInputSheet extends ConsumerStatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0246,lib/features/profile/widgets/note_viewer_sheet.dart,Feature,profile,UI Component,lib/features/profile/widgets/note_viewer_sheet.dart:13 class NoteViewerSheet extends ConsumerWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0247,lib/features/profile/widgets/thought_bubble_widget.dart,Feature,profile,UI Component,lib/features/profile/widgets/thought_bubble_widget.dart:8 class ThoughtBubbleWidget extends StatelessWidget {,N/A,test/widget_test.dart,Classified,Verified fact: classified from current workspace source
F-0248,lib/features/profile/widgets/vista_id_card.dart,Feature,profile,UI Component,lib/features/profile/widgets/vista_id_card.dart:11 class VistaIDCard extends StatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0249,lib/features/search/screens/searchPage.dart,Feature,search,UI Screen,lib/features/search/screens/searchPage.dart:25 class SearchPage extends ConsumerStatefulWidget {,Isar;Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0250,lib/features/search/screens/VistaQRScanner.dart,Feature,search,UI Screen,lib/features/search/screens/VistaQRScanner.dart:12 class VistaQRScanner extends ConsumerStatefulWidget {,Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0251,lib/features/services/data/services_hub_repository.dart,Feature,services,Repository,lib/features/services/data/services_hub_repository.dart:8 class ServicesHubRepository {,SecureStorage;HTTP,No direct test located,Classified,Verified fact: classified from current workspace source
F-0252,lib/features/services/models/services_hub_model.dart,Feature,services,Service,lib/features/services/models/services_hub_model.dart:1 class ServiceSection {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0253,lib/features/services/models/top_group_model.dart,Feature,services,Service,lib/features/services/models/top_group_model.dart:1 class TopGroup {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0254,lib/features/services/providers/services_hub_provider.dart,Feature,services,State,lib/features/services/providers/services_hub_provider.dart:8 final servicesHubRepositoryProvider = Provider<ServicesHubRepository>(,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0255,lib/features/services/providers/top_groups_provider.dart,Feature,services,State,lib/features/services/providers/top_groups_provider.dart:5 final topGroupsProvider =,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0256,lib/features/services/screens/contacts_screen.dart,Feature,services,UI Screen,lib/features/services/screens/contacts_screen.dart:11 class ContactsScreen extends ConsumerStatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0257,lib/features/services/screens/game_launch_screen.dart,Feature,services,UI Screen,lib/features/services/screens/game_launch_screen.dart:17 class GameLaunchScreen extends ConsumerStatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0258,lib/features/services/screens/in_app_web_screen.dart,Feature,services,UI Screen,lib/features/services/screens/in_app_web_screen.dart:6 class InAppWebScreen extends StatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0259,lib/features/services/screens/services_screen.dart,Feature,services,UI Screen,lib/features/services/screens/services_screen.dart:30 class _QuickBtn {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0260,lib/features/services/screens/top_groups_screen.dart,Feature,services,UI Screen,lib/features/services/screens/top_groups_screen.dart:8 class TopGroupsScreen extends ConsumerWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0261,lib/features/settings/privacy/privacy_settings_repository.dart,Feature,settings,Repository,lib/features/settings/privacy/privacy_settings_repository.dart:10 class PrivacySettingsRepository {,SecureStorage;HTTP,No direct test located,Classified,Verified fact: classified from current workspace source
F-0262,lib/features/settings/screens/ContactUs.dart,Feature,settings,UI Screen,lib/features/settings/screens/ContactUs.dart:13 class ContactUsScreen extends StatefulWidget {,SecureStorage;HTTP;Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0263,lib/features/settings/screens/FAQScreen.dart,Feature,settings,UI Screen,lib/features/settings/screens/FAQScreen.dart:3 class FAQScreen extends StatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0264,lib/features/settings/screens/PrivacyPolicyScreen.dart,Feature,settings,UI Screen,lib/features/settings/screens/PrivacyPolicyScreen.dart:3 class PrivacyPolicyScreen extends StatelessWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0265,lib/features/settings/screens/Settings.dart,Feature,settings,UI Screen,lib/features/settings/screens/Settings.dart:24 class Settings extends ConsumerWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0266,lib/features/settings/screens/subpages/AboutSettingsPage.dart,Feature,settings,UI Screen,lib/features/settings/screens/subpages/AboutSettingsPage.dart:13 class AboutSettingsPage extends StatelessWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0267,lib/features/settings/screens/subpages/ActiveSessionsScreen.dart,Feature,settings,UI Screen,lib/features/settings/screens/subpages/ActiveSessionsScreen.dart:14 class ActiveSessionsScreen extends ConsumerStatefulWidget {,HTTP;Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0268,lib/features/settings/screens/subpages/BlockedUsersPage.dart,Feature,settings,UI Screen,lib/features/settings/screens/subpages/BlockedUsersPage.dart:12 class BlockedUsersPage extends ConsumerStatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0269,lib/features/settings/screens/subpages/data_storage_settings_page.dart,Feature,settings,UI Screen,lib/features/settings/screens/subpages/data_storage_settings_page.dart:13 class DataStorageSettingsPage extends StatefulWidget {,SharedPreferences;Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0270,lib/features/settings/screens/subpages/notification_settings_page.dart,Feature,settings,UI Screen,lib/features/settings/screens/subpages/notification_settings_page.dart:9 class NotificationSettingsPage extends ConsumerWidget {,SharedPreferences;Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0271,lib/features/settings/screens/subpages/privacy_security_page.dart,Feature,settings,UI Screen,lib/features/settings/screens/subpages/privacy_security_page.dart:15 class PrivacySecurityPage extends ConsumerStatefulWidget {,Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0272,lib/features/settings/screens/subpages/ThemeSettingsPage.dart,Feature,settings,UI Screen,lib/features/settings/screens/subpages/ThemeSettingsPage.dart:12 class ThemeSettingsPage extends ConsumerWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0273,lib/features/settings/screens/subpages/VerificationRequestPage.dart,Feature,settings,UI Screen,lib/features/settings/screens/subpages/VerificationRequestPage.dart:13 class VerificationRequestPage extends ConsumerStatefulWidget {,SecureStorage;Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0274,lib/features/settings/screens/subpages/VistaAboutSlideshow.dart,Feature,settings,UI Screen,lib/features/settings/screens/subpages/VistaAboutSlideshow.dart:5 class VistaAboutSlideshow extends StatefulWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0275,lib/features/settings/screens/TermsAndConditions.dart,Feature,settings,UI Screen,lib/features/settings/screens/TermsAndConditions.dart:3 class TermsAndConditionsScreen extends StatelessWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0276,lib/features/settings/screens/vistaStore/pricing_page.dart,Feature,settings,UI Screen,lib/features/settings/screens/vistaStore/pricing_page.dart:16 class PricingPage extends ConsumerStatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0277,lib/features/settings/screens/vistaStore/store.dart,Feature,settings,UI Screen,lib/features/settings/screens/vistaStore/store.dart:10 class VerificationBadgeStore extends ConsumerStatefulWidget {,HTTP;Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0278,lib/features/settings/screens/widgets/SettingsListItem.dart,Feature,settings,UI Screen,lib/features/settings/screens/widgets/SettingsListItem.dart:3 class SettingsListItem extends StatelessWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0279,lib/features/settings/widgets/vista_settings_widgets.dart,Feature,settings,UI Component,lib/features/settings/widgets/vista_settings_widgets.dart:10 class VistaSettingsTile extends StatelessWidget {,Realtime,test/widget_test.dart,Classified,Verified fact: classified from current workspace source
F-0280,lib/features/share/share_target_screen.dart,Feature,share,UI Screen,lib/features/share/share_target_screen.dart:27 class ShareTargetSheet extends ConsumerStatefulWidget {,File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0281,lib/features/stories/core/story_enums.dart,Feature,stories,Utility/Infrastructure,lib/features/stories/core/story_enums.dart:5 enum StoryMediaType {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0282,lib/features/stories/data/repositories/story_repository.dart,Feature,stories,Repository,lib/features/stories/data/repositories/story_repository.dart:13 class StoryRepository implements IStoryRepository {,SecureStorage;HTTP;Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0283,lib/features/stories/data/services/story_upload_service.dart,Feature,stories,Service,lib/features/stories/data/services/story_upload_service.dart:15 class StoryMediaUploadResult {,SecureStorage;HTTP;Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0284,lib/features/stories/domain/entities/entities.dart,Feature,stories,Storage,lib/features/stories/domain/entities/entities.dart:1 export 'story.dart';,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0285,lib/features/stories/domain/entities/story.dart,Feature,stories,Storage,lib/features/stories/domain/entities/story.dart:27 class Story {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0286,lib/features/stories/domain/entities/story_editor_models.dart,Feature,stories,Storage,lib/features/stories/domain/entities/story_editor_models.dart:6 enum StoryInteractionType {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0287,lib/features/stories/domain/entities/story_highlight.dart,Feature,stories,Storage,lib/features/stories/domain/entities/story_highlight.dart:6 class StoryHighlight {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0288,lib/features/stories/domain/entities/story_media.dart,Feature,stories,Storage,lib/features/stories/domain/entities/story_media.dart:33 class StoryMedia {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0289,lib/features/stories/domain/entities/story_user.dart,Feature,stories,Storage,lib/features/stories/domain/entities/story_user.dart:5 enum StoryVerificationType {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0290,lib/features/stories/domain/repositories/i_story_repository.dart,Feature,stories,Repository,lib/features/stories/domain/repositories/i_story_repository.dart:8 class StoryUploadParams {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0291,lib/features/stories/presentation/providers/story_providers.dart,Feature,stories,UI Component,lib/features/stories/presentation/providers/story_providers.dart:12 final storyRepositoryProvider = Provider<IStoryRepository>((ref) {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0292,lib/features/stories/presentation/screens/story_actions.dart,Feature,stories,UI Screen,lib/features/stories/presentation/screens/story_actions.dart:9 enum StoryPrivacyLevel {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0293,lib/features/stories/presentation/screens/story_creation_screen.dart,Feature,stories,UI Screen,lib/features/stories/presentation/screens/story_creation_screen.dart:19 class StoryCreationScreen extends ConsumerStatefulWidget {,HTTP;Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0294,lib/features/stories/presentation/screens/story_editor_screen.dart,Feature,stories,UI Screen,lib/features/stories/presentation/screens/story_editor_screen.dart:25 class StoryEditorScreen extends ConsumerStatefulWidget {,Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0295,lib/features/stories/presentation/screens/story_header.dart,Feature,stories,UI Screen,lib/features/stories/presentation/screens/story_header.dart:10 class StoryHeader extends StatelessWidget {,Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0296,lib/features/stories/presentation/screens/story_player_screen.dart,Feature,stories,UI Screen,lib/features/stories/presentation/screens/story_player_screen.dart:33 class StoryPlayerScreen extends ConsumerStatefulWidget {,HTTP;Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0297,lib/features/stories/presentation/screens/story_privacy_settings_screen.dart,Feature,stories,UI Screen,lib/features/stories/presentation/screens/story_privacy_settings_screen.dart:8 class StoryPrivacySettingsScreen extends ConsumerStatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0298,lib/features/stories/presentation/screens/story_progress_bar.dart,Feature,stories,UI Screen,lib/features/stories/presentation/screens/story_progress_bar.dart:4 class StoryProgressBar extends StatelessWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0299,lib/features/stories/presentation/screens/story_viewers_sheet.dart,Feature,stories,UI Screen,lib/features/stories/presentation/screens/story_viewers_sheet.dart:20 class StoryViewersSheet extends ConsumerWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0300,lib/features/stories/presentation/widgets/countdown_input_sheet.dart,Feature,stories,UI Component,lib/features/stories/presentation/widgets/countdown_input_sheet.dart:5 class CountdownInputSheet extends StatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0301,lib/features/stories/presentation/widgets/countdown_sticker_widget.dart,Feature,stories,UI Component,lib/features/stories/presentation/widgets/countdown_sticker_widget.dart:6 class CountdownStickerWidget extends StatefulWidget {,N/A,test/widget_test.dart,Classified,Verified fact: classified from current workspace source
F-0302,lib/features/stories/presentation/widgets/date_sticker_widget.dart,Feature,stories,UI Component,lib/features/stories/presentation/widgets/date_sticker_widget.dart:4 class DateStickerWidget extends StatelessWidget {,N/A,test/widget_test.dart,Classified,Verified fact: classified from current workspace source
F-0303,lib/features/stories/presentation/widgets/drawing_painter.dart,Feature,stories,UI Component,lib/features/stories/presentation/widgets/drawing_painter.dart:5 class DrawingPainter extends CustomPainter {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0304,lib/features/stories/presentation/widgets/editable_story_item.dart,Feature,stories,UI Component,lib/features/stories/presentation/widgets/editable_story_item.dart:11 class EditableStoryItem extends StatefulWidget {,Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0305,lib/features/stories/presentation/widgets/gif_sticker_widget.dart,Feature,stories,UI Component,lib/features/stories/presentation/widgets/gif_sticker_widget.dart:5 class GifStickerWidget extends StatelessWidget {,N/A,test/widget_test.dart,Classified,Verified fact: classified from current workspace source
F-0306,lib/features/stories/presentation/widgets/glass_layer.dart,Feature,stories,UI Component,lib/features/stories/presentation/widgets/glass_layer.dart:4 class GlassLayer extends StatelessWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0307,lib/features/stories/presentation/widgets/hashtag_sticker_widget.dart,Feature,stories,UI Component,lib/features/stories/presentation/widgets/hashtag_sticker_widget.dart:7 class HashtagStickerWidget extends StatelessWidget {,N/A,test/widget_test.dart,Classified,Verified fact: classified from current workspace source
F-0308,lib/features/stories/presentation/widgets/link_input_sheet.dart,Feature,stories,UI Component,lib/features/stories/presentation/widgets/link_input_sheet.dart:7 class LinkInputSheet extends StatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0309,lib/features/stories/presentation/widgets/link_sticker_widget.dart,Feature,stories,UI Component,lib/features/stories/presentation/widgets/link_sticker_widget.dart:6 class LinkStickerWidget extends StatelessWidget {,N/A,test/widget_test.dart,Classified,Verified fact: classified from current workspace source
F-0310,lib/features/stories/presentation/widgets/location_picker_sheet.dart,Feature,stories,UI Component,lib/features/stories/presentation/widgets/location_picker_sheet.dart:7 class LocationPickerSheet extends StatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0311,lib/features/stories/presentation/widgets/location_sticker_widget.dart,Feature,stories,UI Component,lib/features/stories/presentation/widgets/location_sticker_widget.dart:4 class LocationStickerWidget extends StatelessWidget {,N/A,test/widget_test.dart,Classified,Verified fact: classified from current workspace source
F-0312,lib/features/stories/presentation/widgets/mention_input_sheet.dart,Feature,stories,UI Component,lib/features/stories/presentation/widgets/mention_input_sheet.dart:6 class MentionInputSheet extends StatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0313,lib/features/stories/presentation/widgets/mention_sticker_widget.dart,Feature,stories,UI Component,lib/features/stories/presentation/widgets/mention_sticker_widget.dart:4 class MentionStickerWidget extends StatelessWidget {,N/A,test/widget_test.dart,Classified,Verified fact: classified from current workspace source
F-0314,lib/features/stories/presentation/widgets/music_sticker_widget.dart,Feature,stories,UI Component,lib/features/stories/presentation/widgets/music_sticker_widget.dart:5 class MusicStickerWidget extends StatelessWidget {,N/A,test/widget_test.dart,Classified,Verified fact: classified from current workspace source
F-0315,lib/features/stories/presentation/widgets/photo_sticker_widget.dart,Feature,stories,UI Component,lib/features/stories/presentation/widgets/photo_sticker_widget.dart:7 class PhotoStickerWidget extends StatelessWidget {,File/Media,test/widget_test.dart,Classified,Verified fact: classified from current workspace source
F-0316,lib/features/stories/presentation/widgets/poll_input_sheet.dart,Feature,stories,UI Component,lib/features/stories/presentation/widgets/poll_input_sheet.dart:6 class PollInputSheet extends StatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0317,lib/features/stories/presentation/widgets/poll_sticker_widget.dart,Feature,stories,UI Component,lib/features/stories/presentation/widgets/poll_sticker_widget.dart:4 class PollStickerWidget extends StatelessWidget {,N/A,test/widget_test.dart,Classified,Verified fact: classified from current workspace source
F-0318,lib/features/stories/presentation/widgets/questions_input_sheet.dart,Feature,stories,UI Component,lib/features/stories/presentation/widgets/questions_input_sheet.dart:6 class QuestionsInputSheet extends StatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0319,lib/features/stories/presentation/widgets/sticker_factory.dart,Feature,stories,UI Component,lib/features/stories/presentation/widgets/sticker_factory.dart:18 class StickerFactory {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0320,lib/features/stories/presentation/widgets/story_bar/story_bar.dart,Feature,stories,UI Component,lib/features/stories/presentation/widgets/story_bar/story_bar.dart:17 class StoryBar extends ConsumerStatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0321,lib/features/stories/presentation/widgets/story_media_picker_sheet.dart,Feature,stories,UI Component,lib/features/stories/presentation/widgets/story_media_picker_sheet.dart:22 class StoryMediaSelection {,Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0322,lib/features/stories/presentation/widgets/story_sticker_sheet.dart,Feature,stories,UI Component,lib/features/stories/presentation/widgets/story_sticker_sheet.dart:21 class StoryStickerSheet extends StatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0323,lib/features/stories/presentation/widgets/weather_sticker_widget.dart,Feature,stories,UI Component,lib/features/stories/presentation/widgets/weather_sticker_widget.dart:4 class WeatherStickerWidget extends StatelessWidget {,N/A,test/widget_test.dart,Classified,Verified fact: classified from current workspace source
F-0324,lib/features/stories/stories.dart,Feature,stories,Utility/Infrastructure,lib/features/stories/stories.dart:4 library;,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0325,lib/features/stories/utils/story_preloader.dart,Feature,stories,Utility/Infrastructure,lib/features/stories/utils/story_preloader.dart:7 class StoryPreloader {,File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0326,lib/firebase_options.dart,Shared support,shared,Utility/Infrastructure,lib/firebase_options.dart:17 class DefaultFirebaseOptions {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0327,lib/l10n/generated/app_localizations.dart,Generated,localization,Localization,lib/l10n/generated/app_localizations.dart:65 abstract class AppLocalizations {,N/A,No direct test located,Generated exclusion,Verified fact: generated output excluded from first-party total
F-0328,lib/l10n/generated/app_localizations_ar.dart,Generated,localization,Localization,lib/l10n/generated/app_localizations_ar.dart:8 class AppLocalizationsAr extends AppLocalizations {,N/A,No direct test located,Generated exclusion,Verified fact: generated output excluded from first-party total
F-0329,lib/l10n/generated/app_localizations_en.dart,Generated,localization,Localization,lib/l10n/generated/app_localizations_en.dart:8 class AppLocalizationsEn extends AppLocalizations {,N/A,No direct test located,Generated exclusion,Verified fact: generated output excluded from first-party total
F-0330,lib/l10n/generated/app_localizations_fa.dart,Generated,localization,Localization,lib/l10n/generated/app_localizations_fa.dart:8 class AppLocalizationsFa extends AppLocalizations {,N/A,No direct test located,Generated exclusion,Verified fact: generated output excluded from first-party total
F-0331,lib/main.dart,App,startup,App/Startup,lib/main.dart:8 Future<void> main() async {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0332,lib/middleware/session_middleware.dart,Shared support,auth,Utility/Infrastructure,lib/middleware/session_middleware.dart:9 class SessionMiddleware extends ConsumerStatefulWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0333,lib/model/CommentModel.dart,Shared legacy,posts,Model/Domain,lib/model/CommentModel.dart:4 class CommentModel {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0334,lib/model/conversation_model.dart,Shared legacy,chat,Model/Domain,lib/model/conversation_model.dart:5 class ConversationModel {,Isar;HTTP;Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0335,lib/model/message_model.dart,Shared legacy,chat,Model/Domain,lib/model/message_model.dart:39 class SharedPostData {,Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0336,lib/model/message_reaction_ui.dart,Shared legacy,chat,Model/Domain,lib/model/message_reaction_ui.dart:1 class MessageReactionUI {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0337,lib/model/messagePrivacyModel.dart,Shared legacy,chat,Model/Domain,lib/model/messagePrivacyModel.dart:2 class MessagePrivacyModel {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0338,lib/model/MusicModel.dart,Shared legacy,music,Model/Domain,lib/model/MusicModel.dart:3 class MusicModel extends Equatable {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0339,lib/model/network_state.dart,Shared legacy,shared,Model/Domain,lib/model/network_state.dart:9 enum NetworkQuality {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0340,lib/model/notificationModel.dart,Shared legacy,notifications,Model/Domain,"lib/model/notificationModel.dart:7 enum VerificationType { none, blueTick, goldTick, blackTick }",HTTP;Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0341,lib/model/ProfileModel.dart,Shared legacy,profile,Model/Domain,lib/model/ProfileModel.dart:8 enum VerificationType {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0342,lib/model/publicPostModel.dart,Shared legacy,posts,Model/Domain,lib/model/publicPostModel.dart:7 class PublicPostModel {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0343,lib/model/retry_queue_item.dart,Shared legacy,shared,Model/Domain,lib/model/retry_queue_item.dart:10 enum RetryOperationType {,File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0344,lib/model/SearchResut.dart,Shared legacy,search,Model/Domain,lib/model/SearchResut.dart:5 class SearchState {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0345,lib/model/session_model.dart,Shared legacy,auth,Model/Domain,lib/model/session_model.dart:4 class SessionModel {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0346,lib/model/UserModel.dart,Shared legacy,shared,Model/Domain,lib/model/UserModel.dart:7 enum VerificationType {,File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0347,lib/provider/app_settings_provider.dart,Shared legacy,settings,State,lib/provider/app_settings_provider.dart:37 final currentUserSettingsProvider =,Isar;SecureStorage;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0348,lib/provider/chat_provider.dart,Shared legacy,chat,State,lib/provider/chat_provider.dart:1 final currentUserSettingsProvider =,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0349,lib/provider/chat_screen_provider.dart,Shared legacy,chat,State,lib/provider/chat_screen_provider.dart:9 class ChatScreenArgs {,Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0350,lib/provider/comment_provider.dart,Shared legacy,posts,State,lib/provider/comment_provider.dart:9 class CommentsState {,SecureStorage;Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0351,lib/provider/comments_provider.dart,Shared legacy,posts,State,lib/provider/comments_provider.dart:22 class CommentService {,SecureStorage,No direct test located,Classified,Verified fact: classified from current workspace source
F-0352,lib/provider/general_provider.dart,Shared legacy,shared,State,lib/provider/general_provider.dart:20 final deleteNoteProvider =,File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0353,lib/provider/locale_provider.dart,Shared legacy,shared,State,lib/provider/locale_provider.dart:7 class LocaleNotifier extends StateNotifier<Locale> {,Isar,No direct test located,Classified,Verified fact: classified from current workspace source
F-0354,lib/provider/MusicProvider.dart,Shared legacy,music,State,lib/provider/MusicProvider.dart:10 final audioPlayerProvider =,HTTP,No direct test located,Classified,Verified fact: classified from current workspace source
F-0355,lib/provider/notification_provider.dart,Shared legacy,notifications,State,lib/provider/notification_provider.dart:19 final userIdProvider = Provider<String>((ref) {,SecureStorage;HTTP;Notification,No direct test located,Classified,Verified fact: classified from current workspace source
F-0356,lib/provider/optimized_conversations_provider.dart,Shared legacy,chat,State,"lib/provider/optimized_conversations_provider.dart:17 enum ConversationsStatus { initial, loading, loaded, error }",Isar;SecureStorage;Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0357,lib/provider/personalized_feed_provider.dart,Shared legacy,posts,State,lib/provider/personalized_feed_provider.dart:7 class FeedDisplayError implements Exception {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0358,lib/provider/presence_provider.dart,Shared legacy,chat,State,lib/provider/presence_provider.dart:7 final presenceServiceProvider = Provider<UserPresenceService>((ref) {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0359,lib/provider/profile_completion_provider.dart,Shared legacy,profile,State,lib/provider/profile_completion_provider.dart:10 final profileCompletionProvider =,SecureStorage;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0360,lib/provider/ProfileImageUploadService.dart,Shared legacy,posts,State,lib/provider/ProfileImageUploadService.dart:11 class ProfileImageUploadService {,SecureStorage;Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0361,lib/provider/provider.dart,Shared legacy,shared,State,lib/provider/provider.dart:1 export 'theme_provider.dart';,N/A,test/adaptive_effects_provider_test.dart,Classified,Verified fact: classified from current workspace source
