Record Type,Record ID,Feature,Journey,Source Path,Source Line,Layer,Contract or Storage,Visible State,Native Status,Native Target,Owner,Phase,Acceptance,Next Action,Evidence,Notes
Storage,STO-224,Chat,N/A,lib/features/chat/services/chat_transfer_manager.dart,143,SecureStorage,chat_transfer_tasks_v1,N/A,Source inventory only,No raw export. Re-authenticate or regenerate keys; cryptographic compatibility proof required for E2EE.,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,STO-224 follows the SecureStorage lifecycle and migration policy.,Validate STO-224 migration/logout behavior before Native import.,lib/features/chat/services/chat_transfer_manager.dart:143,"Lifecycle=Keystore-backed encrypted storage; persists across process death until secure clear, key invalidation, or uninstall.; Update/Uninstall=Updates retain values only while key material remains compatible; uninstall invalidates/removes app-scoped material.; Schema=Unversioned key/value; Sensitivity=High — token/key/security material; Logout=SecureKeyValueStore.deleteAll + security clear; lib/services/secure_logout_service.dart:38; Migration=No per-item migration proven beyond source/audit policy; Status=Classified"
Storage,STO-225,Services,N/A,lib/services/advanced_security_service.dart,90,SecureStorage,device_fingerprint,N/A,Source inventory only,No raw export. Re-authenticate or regenerate keys; cryptographic compatibility proof required for E2EE.,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,STO-225 follows the SecureStorage lifecycle and migration policy.,Validate STO-225 migration/logout behavior before Native import.,lib/services/advanced_security_service.dart:90,"Lifecycle=Keystore-backed encrypted storage; persists across process death until secure clear, key invalidation, or uninstall.; Update/Uninstall=Updates retain values only while key material remains compatible; uninstall invalidates/removes app-scoped material.; Schema=Unversioned key/value; Sensitivity=High — token/key/security material; Logout=SecureKeyValueStore.deleteAll + security clear; lib/services/secure_logout_service.dart:38; Migration=No per-item migration proven beyond source/audit policy; Status=Classified"
Storage,STO-226,Cross-cutting,N/A,lib/security/e2ee_service.dart,12,SecureStorage,e2ee_private_key,N/A,Source inventory only,No raw export. Re-authenticate or regenerate keys; cryptographic compatibility proof required for E2EE.,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,STO-226 follows the SecureStorage lifecycle and migration policy.,Validate STO-226 migration/logout behavior before Native import.,lib/security/e2ee_service.dart:12,"Lifecycle=Keystore-backed encrypted storage; persists across process death until secure clear, key invalidation, or uninstall.; Update/Uninstall=Updates retain values only while key material remains compatible; uninstall invalidates/removes app-scoped material.; Schema=Unversioned key/value; Sensitivity=High — token/key/security material; Logout=SecureKeyValueStore.deleteAll + security clear; lib/services/secure_logout_service.dart:38; Migration=No per-item migration proven beyond source/audit policy; Status=Classified"
Storage,STO-227,Cross-cutting,N/A,lib/security/e2ee_service.dart,13,SecureStorage,e2ee_public_key,N/A,Source inventory only,No raw export. Re-authenticate or regenerate keys; cryptographic compatibility proof required for E2EE.,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,STO-227 follows the SecureStorage lifecycle and migration policy.,Validate STO-227 migration/logout behavior before Native import.,lib/security/e2ee_service.dart:13,"Lifecycle=Keystore-backed encrypted storage; persists across process death until secure clear, key invalidation, or uninstall.; Update/Uninstall=Updates retain values only while key material remains compatible; uninstall invalidates/removes app-scoped material.; Schema=Unversioned key/value; Sensitivity=High — token/key/security material; Logout=SecureKeyValueStore.deleteAll + security clear; lib/services/secure_logout_service.dart:38; Migration=No per-item migration proven beyond source/audit policy; Status=Classified"
Storage,STO-228,Services,N/A,lib/services/advanced_security_service.dart,91,SecureStorage,encryption_key,N/A,Source inventory only,No raw export. Re-authenticate or regenerate keys; cryptographic compatibility proof required for E2EE.,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,STO-228 follows the SecureStorage lifecycle and migration policy.,Validate STO-228 migration/logout behavior before Native import.,lib/services/advanced_security_service.dart:91,"Lifecycle=Keystore-backed encrypted storage; persists across process death until secure clear, key invalidation, or uninstall.; Update/Uninstall=Updates retain values only while key material remains compatible; uninstall invalidates/removes app-scoped material.; Schema=Unversioned key/value; Sensitivity=High — token/key/security material; Logout=SecureKeyValueStore.deleteAll + security clear; lib/services/secure_logout_service.dart:38; Migration=No per-item migration proven beyond source/audit policy; Status=Classified"
Storage,STO-229,Services,N/A,lib/services/advanced_security_service.dart,92,SecureStorage,encryption_key_v2,N/A,Source inventory only,No raw export. Re-authenticate or regenerate keys; cryptographic compatibility proof required for E2EE.,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,STO-229 follows the SecureStorage lifecycle and migration policy.,Validate STO-229 migration/logout behavior before Native import.,lib/services/advanced_security_service.dart:92,"Lifecycle=Keystore-backed encrypted storage; persists across process death until secure clear, key invalidation, or uninstall.; Update/Uninstall=Updates retain values only while key material remains compatible; uninstall invalidates/removes app-scoped material.; Schema=Unversioned key/value; Sensitivity=High — token/key/security material; Logout=SecureKeyValueStore.deleteAll + security clear; lib/services/secure_logout_service.dart:38; Migration=No per-item migration proven beyond source/audit policy; Status=Classified"
Storage,STO-230,Services,N/A,lib/services/advanced_security_service.dart,94,SecureStorage,failed_attempts,N/A,Source inventory only,No raw export. Re-authenticate or regenerate keys; cryptographic compatibility proof required for E2EE.,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,STO-230 follows the SecureStorage lifecycle and migration policy.,Validate STO-230 migration/logout behavior before Native import.,lib/services/advanced_security_service.dart:94,"Lifecycle=Keystore-backed encrypted storage; persists across process death until secure clear, key invalidation, or uninstall.; Update/Uninstall=Updates retain values only while key material remains compatible; uninstall invalidates/removes app-scoped material.; Schema=Unversioned key/value; Sensitivity=High — token/key/security material; Logout=SecureKeyValueStore.deleteAll + security clear; lib/services/secure_logout_service.dart:38; Migration=No per-item migration proven beyond source/audit policy; Status=Classified"
Storage,STO-231,Data,N/A,lib/DB/isar_database_manager.dart,35,SecureStorage,isar_encryption_enabled,N/A,Source inventory only,No raw export. Re-authenticate or regenerate keys; cryptographic compatibility proof required for E2EE.,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,STO-231 follows the SecureStorage lifecycle and migration policy.,Validate STO-231 migration/logout behavior before Native import.,lib/DB/isar_database_manager.dart:35,"Lifecycle=Keystore-backed encrypted storage; persists across process death until secure clear, key invalidation, or uninstall.; Update/Uninstall=Updates retain values only while key material remains compatible; uninstall invalidates/removes app-scoped material.; Schema=Unversioned key/value; Sensitivity=High — token/key/security material; Logout=SecureKeyValueStore.deleteAll + security clear; lib/services/secure_logout_service.dart:38; Migration=No per-item migration proven beyond source/audit policy; Status=Classified"
Storage,STO-232,Data,N/A,lib/DB/isar_database_manager.dart,34,SecureStorage,isar_encryption_key,N/A,Source inventory only,No raw export. Re-authenticate or regenerate keys; cryptographic compatibility proof required for E2EE.,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,STO-232 follows the SecureStorage lifecycle and migration policy.,Validate STO-232 migration/logout behavior before Native import.,lib/DB/isar_database_manager.dart:34,"Lifecycle=Keystore-backed encrypted storage; persists across process death until secure clear, key invalidation, or uninstall.; Update/Uninstall=Updates retain values only while key material remains compatible; uninstall invalidates/removes app-scoped material.; Schema=Unversioned key/value; Sensitivity=High — token/key/security material; Logout=SecureKeyValueStore.deleteAll + security clear; lib/services/secure_logout_service.dart:38; Migration=No per-item migration proven beyond source/audit policy; Status=Classified"
Storage,STO-233,Services,N/A,lib/services/advanced_security_service.dart,93,SecureStorage,last_login,N/A,Source inventory only,No raw export. Re-authenticate or regenerate keys; cryptographic compatibility proof required for E2EE.,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,STO-233 follows the SecureStorage lifecycle and migration policy.,Validate STO-233 migration/logout behavior before Native import.,lib/services/advanced_security_service.dart:93,"Lifecycle=Keystore-backed encrypted storage; persists across process death until secure clear, key invalidation, or uninstall.; Update/Uninstall=Updates retain values only while key material remains compatible; uninstall invalidates/removes app-scoped material.; Schema=Unversioned key/value; Sensitivity=High — token/key/security material; Logout=SecureKeyValueStore.deleteAll + security clear; lib/services/secure_logout_service.dart:38; Migration=No per-item migration proven beyond source/audit policy; Status=Classified"
Storage,STO-234,Chat,N/A,lib/features/chat/services/local_content_cipher.dart,41,SecureStorage,LC1:,N/A,Source inventory only,No raw export. Re-authenticate or regenerate keys; cryptographic compatibility proof required for E2EE.,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,STO-234 follows the SecureStorage lifecycle and migration policy.,Validate STO-234 migration/logout behavior before Native import.,lib/features/chat/services/local_content_cipher.dart:41,"Lifecycle=Keystore-backed encrypted storage; persists across process death until secure clear, key invalidation, or uninstall.; Update/Uninstall=Updates retain values only while key material remains compatible; uninstall invalidates/removes app-scoped material.; Schema=Unversioned key/value; Sensitivity=High — token/key/security material; Logout=SecureKeyValueStore.deleteAll + security clear; lib/services/secure_logout_service.dart:38; Migration=No per-item migration proven beyond source/audit policy; Status=Classified"
Storage,STO-235,Chat,N/A,lib/features/chat/services/local_content_cipher.dart,42,SecureStorage,local_content_aes_key_v1,N/A,Source inventory only,No raw export. Re-authenticate or regenerate keys; cryptographic compatibility proof required for E2EE.,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,STO-235 follows the SecureStorage lifecycle and migration policy.,Validate STO-235 migration/logout behavior before Native import.,lib/features/chat/services/local_content_cipher.dart:42,"Lifecycle=Keystore-backed encrypted storage; persists across process death until secure clear, key invalidation, or uninstall.; Update/Uninstall=Updates retain values only while key material remains compatible; uninstall invalidates/removes app-scoped material.; Schema=Unversioned key/value; Sensitivity=High — token/key/security material; Logout=SecureKeyValueStore.deleteAll + security clear; lib/services/secure_logout_service.dart:38; Migration=No per-item migration proven beyond source/audit policy; Status=Classified"
Storage,STO-236,Services,N/A,lib/services/advanced_security_service.dart,95,SecureStorage,lockout_until,N/A,Source inventory only,No raw export. Re-authenticate or regenerate keys; cryptographic compatibility proof required for E2EE.,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,STO-236 follows the SecureStorage lifecycle and migration policy.,Validate STO-236 migration/logout behavior before Native import.,lib/services/advanced_security_service.dart:95,"Lifecycle=Keystore-backed encrypted storage; persists across process death until secure clear, key invalidation, or uninstall.; Update/Uninstall=Updates retain values only while key material remains compatible; uninstall invalidates/removes app-scoped material.; Schema=Unversioned key/value; Sensitivity=High — token/key/security material; Logout=SecureKeyValueStore.deleteAll + security clear; lib/services/secure_logout_service.dart:38; Migration=No per-item migration proven beyond source/audit policy; Status=Classified"
Storage,STO-237,Services,N/A,lib/services/advanced_security_service.dart,89,SecureStorage,secure_session,N/A,Source inventory only,No raw export. Re-authenticate or regenerate keys; cryptographic compatibility proof required for E2EE.,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,STO-237 follows the SecureStorage lifecycle and migration policy.,Validate STO-237 migration/logout behavior before Native import.,lib/services/advanced_security_service.dart:89,"Lifecycle=Keystore-backed encrypted storage; persists across process death until secure clear, key invalidation, or uninstall.; Update/Uninstall=Updates retain values only while key material remains compatible; uninstall invalidates/removes app-scoped material.; Schema=Unversioned key/value; Sensitivity=High — token/key/security material; Logout=SecureKeyValueStore.deleteAll + security clear; lib/services/secure_logout_service.dart:38; Migration=No per-item migration proven beyond source/audit policy; Status=Classified"
Storage,STO-238,Auth,N/A,lib/features/auth/providers/auth_controller.dart,23,SecureStorage,vista_access_token,N/A,Source inventory only,No raw export. Re-authenticate or regenerate keys; cryptographic compatibility proof required for E2EE.,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,STO-238 follows the SecureStorage lifecycle and migration policy.,Validate STO-238 migration/logout behavior before Native import.,lib/features/auth/providers/auth_controller.dart:23,"Lifecycle=Keystore-backed encrypted storage; persists across process death until secure clear, key invalidation, or uninstall.; Update/Uninstall=Updates retain values only while key material remains compatible; uninstall invalidates/removes app-scoped material.; Schema=Unversioned key/value; Sensitivity=High — token/key/security material; Logout=SecureKeyValueStore.deleteAll + security clear; lib/services/secure_logout_service.dart:38; Migration=Legacy SharedPreferences to SecureStorage migration; lib/services/session_manager_service_v2.dart:713; Status=Classified"
Storage,STO-239,Auth,N/A,lib/features/auth/providers/auth_controller.dart,26,SecureStorage,vista_expires_at,N/A,Source inventory only,No raw export. Re-authenticate or regenerate keys; cryptographic compatibility proof required for E2EE.,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,STO-239 follows the SecureStorage lifecycle and migration policy.,Validate STO-239 migration/logout behavior before Native import.,lib/features/auth/providers/auth_controller.dart:26,"Lifecycle=Keystore-backed encrypted storage; persists across process death until secure clear, key invalidation, or uninstall.; Update/Uninstall=Updates retain values only while key material remains compatible; uninstall invalidates/removes app-scoped material.; Schema=Unversioned key/value; Sensitivity=High — token/key/security material; Logout=SecureKeyValueStore.deleteAll + security clear; lib/services/secure_logout_service.dart:38; Migration=No per-item migration proven beyond source/audit policy; Status=Classified"
Storage,STO-240,Auth,N/A,lib/features/auth/providers/auth_controller.dart,27,SecureStorage,vista_has_password,N/A,Source inventory only,No raw export. Re-authenticate or regenerate keys; cryptographic compatibility proof required for E2EE.,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,STO-240 follows the SecureStorage lifecycle and migration policy.,Validate STO-240 migration/logout behavior before Native import.,lib/features/auth/providers/auth_controller.dart:27,"Lifecycle=Keystore-backed encrypted storage; persists across process death until secure clear, key invalidation, or uninstall.; Update/Uninstall=Updates retain values only while key material remains compatible; uninstall invalidates/removes app-scoped material.; Schema=Unversioned key/value; Sensitivity=High — token/key/security material; Logout=SecureKeyValueStore.deleteAll + security clear; lib/services/secure_logout_service.dart:38; Migration=No per-item migration proven beyond source/audit policy; Status=Classified"
Storage,STO-241,Auth,N/A,lib/features/auth/providers/auth_controller.dart,28,SecureStorage,vista_password_required,N/A,Source inventory only,No raw export. Re-authenticate or regenerate keys; cryptographic compatibility proof required for E2EE.,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,STO-241 follows the SecureStorage lifecycle and migration policy.,Validate STO-241 migration/logout behavior before Native import.,lib/features/auth/providers/auth_controller.dart:28,"Lifecycle=Keystore-backed encrypted storage; persists across process death until secure clear, key invalidation, or uninstall.; Update/Uninstall=Updates retain values only while key material remains compatible; uninstall invalidates/removes app-scoped material.; Schema=Unversioned key/value; Sensitivity=High — token/key/security material; Logout=SecureKeyValueStore.deleteAll + security clear; lib/services/secure_logout_service.dart:38; Migration=No per-item migration proven beyond source/audit policy; Status=Classified"
Storage,STO-242,Auth,N/A,lib/features/auth/providers/auth_controller.dart,24,SecureStorage,vista_refresh_token,N/A,Source inventory only,No raw export. Re-authenticate or regenerate keys; cryptographic compatibility proof required for E2EE.,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,STO-242 follows the SecureStorage lifecycle and migration policy.,Validate STO-242 migration/logout behavior before Native import.,lib/features/auth/providers/auth_controller.dart:24,"Lifecycle=Keystore-backed encrypted storage; persists across process death until secure clear, key invalidation, or uninstall.; Update/Uninstall=Updates retain values only while key material remains compatible; uninstall invalidates/removes app-scoped material.; Schema=Unversioned key/value; Sensitivity=High — token/key/security material; Logout=SecureKeyValueStore.deleteAll + security clear; lib/services/secure_logout_service.dart:38; Migration=Legacy SharedPreferences to SecureStorage migration; lib/services/session_manager_service_v2.dart:713; Status=Classified"
Storage,STO-243,Auth,N/A,lib/features/auth/providers/auth_controller.dart,152,SecureStorage,vista_session_id,N/A,Source inventory only,No raw export. Re-authenticate or regenerate keys; cryptographic compatibility proof required for E2EE.,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,STO-243 follows the SecureStorage lifecycle and migration policy.,Validate STO-243 migration/logout behavior before Native import.,lib/features/auth/providers/auth_controller.dart:152,"Lifecycle=Keystore-backed encrypted storage; persists across process death until secure clear, key invalidation, or uninstall.; Update/Uninstall=Updates retain values only while key material remains compatible; uninstall invalidates/removes app-scoped material.; Schema=Unversioned key/value; Sensitivity=High — token/key/security material; Logout=SecureKeyValueStore.deleteAll + security clear; lib/services/secure_logout_service.dart:38; Migration=Legacy SharedPreferences to SecureStorage migration; lib/services/session_manager_service_v2.dart:713; Status=Classified"
Storage,STO-244,Auth,N/A,lib/features/auth/providers/auth_controller.dart,153,SecureStorage,vista_session_token,N/A,Source inventory only,No raw export. Re-authenticate or regenerate keys; cryptographic compatibility proof required for E2EE.,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,STO-244 follows the SecureStorage lifecycle and migration policy.,Validate STO-244 migration/logout behavior before Native import.,lib/features/auth/providers/auth_controller.dart:153,"Lifecycle=Keystore-backed encrypted storage; persists across process death until secure clear, key invalidation, or uninstall.; Update/Uninstall=Updates retain values only while key material remains compatible; uninstall invalidates/removes app-scoped material.; Schema=Unversioned key/value; Sensitivity=High — token/key/security material; Logout=SecureKeyValueStore.deleteAll + security clear; lib/services/secure_logout_service.dart:38; Migration=Legacy SharedPreferences to SecureStorage migration; lib/services/session_manager_service_v2.dart:713; Status=Classified"
Storage,STO-245,Auth,N/A,lib/features/auth/providers/auth_controller.dart,25,SecureStorage,vista_user_id,N/A,Source inventory only,No raw export. Re-authenticate or regenerate keys; cryptographic compatibility proof required for E2EE.,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,AUTH-02 / CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,STO-245 follows the SecureStorage lifecycle and migration policy.,Validate STO-245 migration/logout behavior before Native import.,lib/features/auth/providers/auth_controller.dart:25,"Lifecycle=Keystore-backed encrypted storage; persists across process death until secure clear, key invalidation, or uninstall.; Update/Uninstall=Updates retain values only while key material remains compatible; uninstall invalidates/removes app-scoped material.; Schema=Unversioned key/value; Sensitivity=High — token/key/security material; Logout=SecureKeyValueStore.deleteAll + security clear; lib/services/secure_logout_service.dart:38; Migration=No per-item migration proven beyond source/audit policy; Status=Classified"
Storage,STO-246,Cross-cutting,N/A,lib/security/e2ee_service.dart,12,SecureStorage,e2ee_private_key/e2ee_public_key,N/A,Source inventory only,No raw export. Re-authenticate or regenerate keys; cryptographic compatibility proof required for E2EE.,CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,STO-246 follows the SecureStorage lifecycle and migration policy.,Validate STO-246 migration/logout behavior before Native import.,lib/security/e2ee_service.dart:12,"Lifecycle=Keystore-backed encrypted storage; persists across process death until secure clear, key invalidation, or uninstall.; Update/Uninstall=Updates retain values only while key material remains compatible; uninstall invalidates/removes app-scoped material.; Schema=Unversioned key/value; Sensitivity=High — token/key/security material; Logout=SecureKeyValueStore.deleteAll + security clear; lib/services/secure_logout_service.dart:38; Migration=No per-item migration proven beyond source/audit policy; Status=Classified"
Storage,STO-247,Chat,N/A,lib/features/chat/services/e2e_encryption_service.dart,75,SecureStorage,e2e_priv_<userId>/e2e_pub_<userId>,N/A,Source inventory only,No raw export. Re-authenticate or regenerate keys; cryptographic compatibility proof required for E2EE.,CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,CHAT-02 / MIG-01 — verify writer/reader/logout fixture before import implementation,STO-247 follows the SecureStorage lifecycle and migration policy.,Validate STO-247 migration/logout behavior before Native import.,lib/features/chat/services/e2e_encryption_service.dart:75,"Lifecycle=Keystore-backed encrypted storage; persists across process death until secure clear, key invalidation, or uninstall.; Update/Uninstall=Updates retain values only while key material remains compatible; uninstall invalidates/removes app-scoped material.; Schema=Unversioned key/value; Sensitivity=High — token/key/security material; Logout=SecureKeyValueStore.deleteAll + security clear; lib/services/secure_logout_service.dart:38; Migration=No per-item migration proven beyond source/audit policy; Status=Classified"
Storage,STO-248,Services,N/A,lib/services/file_manager_service.dart,5,ExternalFile,Vista/files; Vista/images; Vista/audio_files; Vista/temp,N/A,Source inventory only,Scan allowlisted Vista directories; copy verified matches and report unmatched; owner MEDIA-01/MIG-01.,SLICE-01D / MEDIA-01 / MIG-01 — verify writer/reader/logout fixture before import implementation,SLICE-01D / MEDIA-01 / MIG-01 — verify writer/reader/logout fixture before import implementation,STO-248 follows the ExternalFile lifecycle and migration policy.,Validate STO-248 migration/logout behavior before Native import.,lib/services/file_manager_service.dart:5,Lifecycle=User-visible or app-managed external file; persistence depends on location and explicit deletion policy.; Update/Uninstall=Updates normally retain files; uninstall retention depends on storage location and Android policy.; Schema=Filesystem or memory contract; N/A; Sensitivity=Preference/cache; review per key; Logout=Default cache is cleared; user-visible Vista folders require allowlisted policy; lib/services/secure_logout_service.dart:47; Migration=No per-item migration proven beyond source/audit policy; Status=Classified
Storage,STO-249,Data,N/A,lib/DB/database_file_utils.dart,11,LegacySQLite,messages_cache.sqlite,N/A,Source inventory only,Isar/legacy cache fail-open: no import unless decoder/version/checksum evidence passes; owner MIG-01.,CHAT-01 / MIG-01 — verify writer/reader/logout fixture before import implementation,CHAT-01 / MIG-01 — verify writer/reader/logout fixture before import implementation,STO-249 follows the LegacySQLite lifecycle and migration policy.,Validate STO-249 migration/logout behavior before Native import.,lib/DB/database_file_utils.dart:11,"Lifecycle=Legacy database/cache scoped; persists across process death until explicit clear, migration, or uninstall.; Update/Uninstall=Updates retain the database until migrated or cleared; uninstall removes app-scoped data.; Schema=Legacy SQLite cache; version not established in this call-site; Sensitivity=Personal/user-content; Logout=CacheRepository.wipeAllData; lib/services/secure_logout_service.dart:30; Migration=No per-item migration proven beyond source/audit policy; Status=Classified"
Storage,STO-250,Data,N/A,lib/DB/database_file_utils.dart,20,LegacySQLite,conversations.sqlite,N/A,Source inventory only,Isar/legacy cache fail-open: no import unless decoder/version/checksum evidence passes; owner MIG-01.,CHAT-01 / MIG-01 — verify writer/reader/logout fixture before import implementation,CHAT-01 / MIG-01 — verify writer/reader/logout fixture before import implementation,STO-250 follows the LegacySQLite lifecycle and migration policy.,Validate STO-250 migration/logout behavior before Native import.,lib/DB/database_file_utils.dart:20,"Lifecycle=Legacy database/cache scoped; persists across process death until explicit clear, migration, or uninstall.; Update/Uninstall=Updates retain the database until migrated or cleared; uninstall removes app-scoped data.; Schema=Legacy SQLite cache; version not established in this call-site; Sensitivity=Personal/user-content; Logout=CacheRepository.wipeAllData; lib/services/secure_logout_service.dart:30; Migration=No per-item migration proven beyond source/audit policy; Status=Classified"
Storage,STO-251,Chat,N/A,lib/features/chat/screens/modern_chat_screen.dart,505,MemoryOnly,chat edit/share initial draft,N/A,Source inventory only,Zero-import unless a persisted draft writer is later proven; owner CHAT-02/MIG-01.,CHAT-02 + MIG-01 — re-scan writers before implementation and keep zero-import if absent,CHAT-02 + MIG-01 — re-scan writers before implementation and keep zero-import if absent,STO-251 follows the MemoryOnly lifecycle and migration policy.,Validate STO-251 migration/logout behavior before Native import.,lib/features/chat/screens/modern_chat_screen.dart:505,"Lifecycle=Memory/navigation-scoped; no persistence across process death is proven.; Update/Uninstall=Not retained across process death, update restart, or uninstall.; Schema=Filesystem or memory contract; N/A; Sensitivity=Personal/user-content; Logout=In-memory draft ends with widget/process unless passed again; Migration=No per-item migration proven beyond source/audit policy; Status=Unknown — owner/action assigned"
Storage,STO-252,Services,N/A,lib/services/retry_queue_service.dart,54,Isar,RetryQueueEntity,N/A,Source inventory only,Isar/legacy cache fail-open: no import unless decoder/version/checksum evidence passes; owner MIG-01.,DISC-01C / MIG-01 — verify writer/reader/logout fixture before import implementation,DISC-01C / MIG-01 — verify writer/reader/logout fixture before import implementation,STO-252 follows the Isar lifecycle and migration policy.,Validate STO-252 migration/logout behavior before Native import.,lib/services/retry_queue_service.dart:54,Lifecycle=App-database scoped; persists across process death until explicit clear/logout or uninstall.; Update/Uninstall=Compatible app updates retain data; uninstall removes app-scoped data.; Schema=Generated CollectionSchema; no explicit app schema-version constant observed; Sensitivity=Preference/cache; review per key; Logout=CacheRepository.wipeAllData; lib/services/secure_logout_service.dart:30; Migration=No per-item migration proven beyond source/audit policy; Status=Classified
Visual,VIS-0001,Auth,AuthWizardScreen — Default,lib/features/auth/screens/auth_wizard_screen.dart,13,Visual state,Fixture ID: FX-AUTH-AUTHWIZARDSCREEN-DEFAULT,AuthWizardScreen — Default,Capture pending assigned phase,Mapped through related journey,Auth,Implementation/visual phase,Capture AuthWizardScreen — Default under FX-AUTH-AUTHWIZARDSCREEN-DEFAULT with matched Flutter/Native conditions.,Capture and compare VIS-0001 in its assigned implementation phase.,lib/features/auth/screens/auth_wizard_screen.dart:13,Theme=Light + Dark; Direction=RTL primary; LTR and mixed-bidi stress; Keyboard=Hidden; add visible capture for text-entry surfaces; Capture status=pending
Visual,VIS-0002,Auth,AuthWizardScreen — Loading/Disabled,lib/features/auth/screens/auth_wizard_screen.dart,13,Visual state,Fixture ID: FX-AUTH-AUTHWIZARDSCREEN-LOADING-DISABLED,AuthWizardScreen — Loading/Disabled,Capture pending assigned phase,Mapped through related journey,Auth,Implementation/visual phase,Capture AuthWizardScreen — Loading/Disabled under FX-AUTH-AUTHWIZARDSCREEN-LOADING-DISABLED with matched Flutter/Native conditions.,Capture and compare VIS-0002 in its assigned implementation phase.,lib/features/auth/screens/auth_wizard_screen.dart:13,Theme=Light + Dark; Direction=RTL primary; LTR and mixed-bidi stress; Keyboard=Hidden; add visible capture for text-entry surfaces; Capture status=pending
